rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
285,8826878,K00922.01,Kepler-727 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.15448142,1.026e-05,-1.026e-05,171.6389,0.00157,-0.00157,2455004.639,0.00157,-0.00157,0.0,,,,,,0.933,0.038,-0.686,3.228,0.122,-0.122,,,,697.5,16.4,-16.4,0.030415,0.001275,-0.005944,0.11387,1.6339,-0.0856,LS+MCMC,2.94,0.63,-0.39,0.0546,,,80.1,,,964.0,,,204.1,134.51,-67.88,5.43,2.7,-2.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2396,0.4415,q1_q17_dr25_koi,4.937641,44.139656,48.1,1,259.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0504,Mandel and Agol (2002 ApJ 580 171),,,008/008826/008826878/dv/kplr008826878-20160209194854_dvr.pdf,008/008826/008826878/dv/kplr008826878-001-20160209194854_dvs.pdf,5431.0,161.0,-161.0,4.457,0.104,-0.156,-0.14,0.3,-0.3,0.884,0.19,-0.117,0.816,0.118,-0.063,,,,q1_q17_dr25_stellar,294.84689,45.034409,15.365,16.014,15.316,15.087,14.958,13.987,13.593,13.432,0.007,19.6564651,6.6e-06,45.034224,7.4e-05,0.19,0.25,-0.67,0.27,5e-05,0.00018,0.00031,0.00019,0.0,0.11,-0.01,0.11,0.01,0.11,0.08,0.11,-0.06,0.1,0.1,0.12
286,5897826,K00126.01,Kepler-469 b,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,LPP_DV,33.80364366,2.278e-05,-2.278e-05,202.259731,0.000544,-0.000544,2455035.26,0.000544,-0.000544,0.0,,,,,,0.023,0.088,-0.023,11.4813,0.0187,-0.0187,,,,13494.0,26.6,-26.6,0.105539,0.00023,-9.1e-05,0.25463,0.00168,-0.0047,LS+MCMC,20.7,3.24,-4.86,0.216,,,89.95,,,745.0,,,72.71,32.55,-33.45,24.869,0.164,-0.164,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.26,0.4133,q1_q17_dr25_koi,343.88367,1177.5599,529.9,2,42.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0,Mandel and Agol (2002 ApJ 580 171),,,005/005897/005897826/dv/kplr005897826-20160209194854_dvr.pdf,005/005897/005897826/dv/kplr005897826-001-20160209194854_dvs.pdf,5855.0,117.0,-117.0,3.999,0.196,-0.084,0.16,0.15,-0.15,1.796,0.281,-0.422,1.174,0.133,-0.133,,,,q1_q17_dr25_stellar,297.47586,41.114288,13.109,13.585,13.044,12.905,12.846,11.977,11.656,11.635,0.0,19.831724,2.4e-07,41.1142837,1.7e-06,-0.0286,0.0099,-0.0227,0.0061,0.003,0.0011,-0.0004,0.0014,-0.042,0.073,0.002,0.083,0.042,0.072,-0.003,0.072,-0.085,0.083,0.085,0.083
287,8883593,K00923.01,Kepler-728 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.743469797,7.276e-06,-7.276e-06,174.898924,0.000999,-0.000999,2455007.899,0.000999,-0.000999,0.0,,,,,,0.001,0.372,-0.001,3.4412,0.0357,-0.0357,,,,1240.2,17.8,-17.8,0.032147,0.000598,-0.00033,1.31116,0.03126,-0.29821,LS+MCMC,3.13,0.97,-0.31,0.0625,,,90.0,,,982.0,,,219.95,200.46,-61.41,13.174,0.314,-0.314,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2916,0.3447,q1_q17_dr25_koi,7.2817845,64.83856,79.7,1,237.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6024,Mandel and Agol (2002 ApJ 580 171),,,008/008883/008883593/dv/kplr008883593-20160209194854_dvr.pdf,008/008883/008883593/dv/kplr008883593-001-20160209194854_dvs.pdf,5897.0,159.0,-177.0,4.531,0.037,-0.213,-0.16,0.3,-0.3,0.891,0.277,-0.087,0.983,0.12,-0.12,,,,q1_q17_dr25_stellar,291.09235,45.115528,15.543,16.058,15.495,15.323,15.226,14.384,13.994,13.937,0.0,19.4061568,3.7e-06,45.115519,4e-05,0.01,0.14,-0.04,0.14,-0.00069,0.00018,0.00075,0.00019,0.46,0.11,-0.24,0.12,0.51,0.11,0.048,0.084,-0.03,0.13,0.054,0.089
288,8951215,K00924.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,39.4759093,0.0001317,-0.0001317,173.31207,0.0025,-0.0025,2455006.312,0.0025,-0.0025,0.0,,,,,,0.938,0.011,-0.647,2.968,0.146,-0.146,,,,1012.6,42.8,-42.8,0.036074,0.001545,-0.006936,1.08697,19.47489,-0.30922,LS+MCMC,4.06,1.31,-0.44,0.2338,,,88.8,,,577.0,,,26.13,24.8,-8.31,44.7,22.3,-22.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.302,0.319,q1_q17_dr25_koi,5.456901,20.340858,26.6,1,34.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8332,Mandel and Agol (2002 ApJ 580 171),,,008/008951/008951215/dv/kplr008951215-20160209194854_dvr.pdf,008/008951/008951215/dv/kplr008951215-001-20160209194854_dvs.pdf,6225.0,172.0,-237.0,4.45,0.054,-0.216,-0.12,0.25,-0.3,1.031,0.332,-0.111,1.091,0.155,-0.155,,,,q1_q17_dr25_stellar,291.20804,45.244389,15.229,15.656,15.17,15.045,14.986,14.062,13.769,13.713,0.555,19.413864,1.5e-05,45.2444,0.00017,-0.23,0.58,0.04,0.63,0.00041,0.0006,0.00015,0.00066,-0.07,0.34,0.05,0.33,0.09,0.22,0.03,0.34,0.14,0.36,0.14,0.4
289,9016295,K00925.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE,19.974485239,1.75e-06,-1.75e-06,171.6300909,7.08e-05,-7.08e-05,2455004.63,7.08e-05,-7.08e-05,0.0,,,,,,0.886,0.007,-0.008,4.23479,0.00624,-0.00624,,,,40293.0,44.3,-44.3,0.243941,0.004323,-0.004251,1.47871,0.01265,-0.01674,LS+MCMC,26.56,8.31,-2.77,0.1476,,,88.39,,,700.0,,,56.84,52.57,-17.31,31.477,0.269,-0.269,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,q1_q17_dr25_koi,249.25873,1464.211,1398.8,1,69.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6241,Mandel and Agol (2002 ApJ 580 171),,,009/009016/009016295/dv/kplr009016295-20160209194854_dvr.pdf,009/009016/009016295/dv/kplr009016295-001-20160209194854_dvs.pdf,6108.0,171.0,-214.0,4.471,0.052,-0.221,-0.08,0.25,-0.3,0.997,0.312,-0.104,1.072,0.137,-0.15,,,,q1_q17_dr25_stellar,289.72748,45.367661,15.217,15.663,15.145,15.025,14.934,14.045,13.717,13.584,0.329,19.31516523,2.4e-07,45.3676508,2.6e-06,-0.0292,0.0093,-0.0332,0.0095,-0.0003,0.0042,0.0002,0.0059,-0.001,0.067,-0.003,0.067,0.004,0.067,0.031,0.068,-0.115,0.069,0.119,0.069
290,9077124,K00926.01,Kepler-729 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.166353562,2.532e-06,-2.532e-06,170.966145,0.000631,-0.000631,2455003.966,0.000631,-0.000631,0.0,,,,,,0.032,0.321,-0.032,3.3129,0.0233,-0.0233,,,,1473.4,13.4,-13.4,0.035047,0.000555,-0.000193,0.82095,0.00984,-0.19249,LS+MCMC,3.82,1.22,-0.41,0.0432,,,89.76,,,1273.0,,,621.92,586.4,-191.31,7.5775,0.0908,-0.0908,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2868,0.3588,q1_q17_dr25_koi,8.415231,60.539154,128.3,1,409.0,1.0,q1_q17_dr25_tce,1111111111111111000000000000000,0.9072,Mandel and Agol (2002 ApJ 580 171),,,009/009077/009077124/dv/kplr009077124-20160209194854_dvr.pdf,009/009077/009077124/dv/kplr009077124-001-20160209194854_dvs.pdf,6007.0,169.0,-211.0,4.47,0.052,-0.208,0.02,0.25,-0.3,0.998,0.318,-0.106,1.072,0.13,-0.145,,,,q1_q17_dr25_stellar,286.36011,45.414291,15.603,16.092,15.541,15.393,15.331,14.471,14.028,14.086,0.248,19.0906787,5.2e-06,45.414305,5.6e-05,0.18,0.2,0.05,0.2,-0.00016,0.00019,-0.00012,0.0002,0.03,0.073,-0.002,0.077,0.03,0.073,-0.05,0.075,-0.054,0.074,0.073,0.077
291,9097120,K00927.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED,23.899634407,4.791e-06,-4.791e-06,188.982797,0.00016,-0.00016,2455021.983,0.00016,-0.00016,0.0,,,,,,1.245,0.104,-0.088,3.81881,0.00835,-0.00835,,,,20953.0,43.8,-43.8,0.436512,0.095768,-0.077712,1.33386,0.04795,-0.03881,LS+MCMC,44.04,13.88,-4.62,0.162,,,87.92,,,652.0,,,42.8,39.62,-13.23,34.28,1.2,-1.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3058,0.3071,q1_q17_dr25_koi,110.354324,586.5923,547.8,1,56.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0,Mandel and Agol (2002 ApJ 580 171),,,009/009097/009097120/dv/kplr009097120-20160209194854_dvr.pdf,009/009097/009097120/dv/kplr009097120-001-20160209194854_dvs.pdf,6192.0,169.0,-225.0,4.503,0.052,-0.208,-0.38,0.3,-0.3,0.924,0.291,-0.097,0.991,0.123,-0.136,,,,q1_q17_dr25_stellar,294.71768,45.48576,15.453,15.897,15.414,15.263,15.17,14.301,13.951,13.89,0.0,19.64781613,6.4e-07,45.4857623,7.6e-06,-1.131,0.024,0.008,0.027,0.0228,0.0029,-0.003,0.0041,-0.886,0.067,0.343,0.069,0.95,0.068,-1.061,0.068,0.16,0.071,1.073,0.068
292,9466668,K00939.01,Kepler-256 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.388012244,9.49e-06,-9.49e-06,170.5336,0.00228,-0.00228,2455003.534,0.00228,-0.00228,0.0,,,,,,0.433,0.008,-0.433,2.6849,0.0719,-0.0719,,,,280.1,9.9,-9.9,0.015454,0.000257,-0.000626,1.15366,0.56391,-0.09313,LS+MCMC,2.11,0.33,-0.41,0.0434,,,87.2,,,1315.0,,,705.93,316.56,-277.05,8.88,4.3,-4.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2286,0.4641,q1_q17_dr25_koi,4.062919,25.538614,30.6,4,397.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8841,Mandel and Agol (2002 ApJ 580 171),,,009/009466/009466668/dv/kplr009466668-20160209194854_dvr.pdf,009/009466/009466668/dv/kplr009466668-001-20160209194854_dvs.pdf,5553.0,111.0,,4.221,0.188,-0.101,0.16,0.15,-0.15,1.25,0.196,-0.24,0.949,0.08,-0.046,,,,q1_q17_dr25_stellar,292.58044,46.097389,15.065,15.569,14.992,14.849,14.82,13.824,13.496,13.424,0.248,19.505362,1.3e-05,46.09724,0.00014,-0.02,0.48,-0.54,0.5,-1e-05,0.00014,0.00013,0.00014,-0.22,0.4,-0.22,0.36,0.31,0.49,-0.23,0.38,-0.27,0.35,0.35,0.47
293,9466668,K00939.02,Kepler-256 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.83909761,2.022e-05,-2.022e-05,132.09261,0.00291,-0.00291,2454965.093,0.00291,-0.00291,0.0,,,,,,0.341,0.096,-0.341,3.1915,0.0899,-0.0899,,,,273.6,11.6,-11.6,0.015116,0.000426,-0.000586,1.32836,0.38613,-0.29354,LS+MCMC,2.06,0.33,-0.39,0.0624,,,88.54,,,1097.0,,,341.48,153.14,-134.02,13.38,3.9,-3.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2286,0.4641,q1_q17_dr25_koi,4.5991445,19.003149,25.2,4,218.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5748,Mandel and Agol (2002 ApJ 580 171),,,009/009466/009466668/dv/kplr009466668-20160209194854_dvr.pdf,009/009466/009466668/dv/kplr009466668-002-20160209194854_dvs.pdf,5553.0,111.0,0.0,4.221,0.188,-0.101,0.16,0.15,-0.15,1.25,0.196,-0.24,0.949,0.08,-0.046,,,,q1_q17_dr25_stellar,292.58044,46.097389,15.065,15.569,14.992,14.849,14.82,13.824,13.496,13.424,0.021,19.50536,1.7e-05,46.09709,0.00018,-0.11,0.63,-1.08,0.65,2e-05,0.00016,0.00026,0.00017,-0.13,0.41,-0.49,0.39,0.51,0.39,-0.14,0.41,-0.52,0.35,0.54,0.41
294,9466668,K00939.03,Kepler-256 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,1.620467654,5.924e-06,-5.924e-06,132.06388,0.00328,-0.00328,2454965.064,0.00328,-0.00328,0.0,,,,,,0.271,0.189,-0.271,2.1888,0.0995,-0.0995,,,,159.6,8.3,-8.3,0.011493,0.000493,-0.000436,1.23,0.33485,-0.42565,LS+MCMC,1.57,0.24,-0.3,0.0265,,,87.2,,,1681.0,,,1893.42,849.07,-743.1,5.55,1.5,-1.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2286,0.4641,q1_q17_dr25_koi,3.7322083,17.345476,22.7,4,719.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3884,Mandel and Agol (2002 ApJ 580 171),,,009/009466/009466668/dv/kplr009466668-20160209194854_dvr.pdf,009/009466/009466668/dv/kplr009466668-003-20160209194854_dvs.pdf,5553.0,111.0,0.0,4.221,0.188,-0.101,0.16,0.15,-0.15,1.25,0.196,-0.24,0.949,0.08,-0.046,,,,q1_q17_dr25_stellar,292.58044,46.097389,15.065,15.569,14.992,14.849,14.82,13.824,13.496,13.424,0.069,19.505352,1.6e-05,46.09715,0.00018,-0.4,0.61,-0.85,0.63,6e-05,0.0001,0.00013,0.00011,-0.35,0.43,-0.19,0.57,0.4,0.47,-0.35,0.43,-0.2,0.57,0.41,0.47
295,9466668,K00939.04,Kepler-256 e,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.6816951,5.174e-05,-5.174e-05,131.55082,0.00372,-0.00372,2454964.551,0.00372,-0.00372,0.0,,,,,,0.646,0.274,-0.425,3.605,0.11,-0.11,,,,307.8,14.6,-14.6,0.016847,0.003016,-0.001011,0.93471,1.01773,-0.78595,LS+MCMC,2.3,0.36,-0.44,0.0933,,,87.92,,,897.0,,,152.75,68.5,-59.95,17.8,6.5,-6.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2286,0.4641,q1_q17_dr25_koi,4.5420127,14.830292,21.9,4,100.0,4.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.192,Mandel and Agol (2002 ApJ 580 171),,,009/009466/009466668/dv/kplr009466668-20160209194854_dvr.pdf,009/009466/009466668/dv/kplr009466668-004-20160209194854_dvs.pdf,5553.0,111.0,0.0,4.221,0.188,-0.101,0.16,0.15,-0.15,1.25,0.196,-0.24,0.949,0.08,-0.046,,,,q1_q17_dr25_stellar,292.58044,46.097389,15.065,15.569,14.992,14.849,14.82,13.824,13.496,13.424,0.407,19.50537,1.8e-05,46.09749,0.00019,0.28,0.66,0.35,0.7,-0.0001,0.00021,-0.00014,0.00022,-0.29,0.44,0.62,0.54,0.69,0.42,-0.29,0.47,0.61,0.54,0.67,0.42
296,9479273,K00940.01,Kepler-734 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.104849417,2.711e-06,-2.711e-06,169.573477,0.000326,-0.000326,2455002.573,0.000326,-0.000326,0.0,,,,,,0.041,0.205,-0.041,4.6912,0.0143,-0.0143,,,,2090.3,8.1,-8.1,0.04092,0.000353,-0.000139,0.56409,0.00185,-0.06304,LS+MCMC,3.18,0.17,-0.19,0.0583,,,89.78,,,784.0,,,89.25,17.97,-16.37,10.3581,0.034,-0.034,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1731,0.5396,q1_q17_dr25_koi,29.380081,276.2209,293.7,1,176.0,1.0,q1_q17_dr25_tce,11111101110111011000000000000000,0.1812,Mandel and Agol (2002 ApJ 580 171),,,009/009479/009479273/dv/kplr009479273-20160209194854_dvr.pdf,009/009479/009479273/dv/kplr009479273-001-20160209194854_dvs.pdf,5085.0,102.0,-102.0,4.584,0.048,-0.032,-0.36,0.15,-0.15,0.712,0.038,-0.042,0.71,0.048,-0.031,,,,q1_q17_dr25_stellar,297.04562,46.027359,15.017,15.017,14.336,14.171,14.055,13.107,12.746,12.668,0.0,19.8030453,1.3e-06,46.027393,1.4e-05,0.125,0.05,0.12,0.049,-0.00031,0.00011,-0.00036,0.00012,-0.055,0.069,0.037,0.072,0.067,0.07,0.001,0.073,0.118,0.077,0.118,0.077
297,8359498,K00127.01,Kepler-77 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.578780566,1.83e-07,-1.83e-07,134.0304187,4.21e-05,-4.21e-05,2454967.03,4.21e-05,-4.21e-05,0.0,,,,,,0.079,0.045,-0.054,2.91089,0.00147,-0.00147,,,,11382.0,7.2,-7.2,0.096067,0.000203,-7.4e-05,1.60801,0.01398,-0.03608,LS+MCMC,10.43,0.62,-0.62,0.045,,,89.56,,,1145.0,,,406.6,87.15,-74.65,10.2873,0.0894,-0.0894,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,145.02327,1721.1887,1838.4,1,374.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.2268,Mandel and Agol (2002 ApJ 580 171),,,008/008359/008359498/dv/kplr008359498-20160209194854_dvr.pdf,008/008359/008359498/dv/kplr008359498-001-20160209194854_dvs.pdf,5524.0,110.0,-110.0,4.421,0.05,-0.045,0.2,0.15,-0.15,0.994,0.059,-0.059,0.95,0.058,-0.058,,,,q1_q17_dr25_stellar,289.60797,44.345421,13.938,14.449,13.871,13.72,13.658,12.758,12.444,12.361,0.0,19.30719761,1.7e-07,44.3454555,1.7e-06,0.0119,0.0066,0.1277,0.0062,-0.00014,0.00024,0.00022,0.00033,0.002,0.067,0.0,0.067,0.002,0.067,-0.002,0.067,0.153,0.068,0.153,0.068
298,9171801,K00933.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE---CENT_RESOLVED_OFFSET---HALO_GHOST,3.187067566,8.799e-06,-8.799e-06,171.64976,0.00217,-0.00217,2455004.65,0.00217,-0.00217,0.0,,,,,,1.234,16.22,-0.216,3.119,0.124,-0.124,,,,1037.4,34.5,-34.5,0.269659,16.20733,-0.199016,0.03494,13.00452,-0.00765,LS+MCMC,23.88,5.1,-2.35,0.0403,,,62.34,,,1079.0,,,319.76,222.81,-92.63,2.66,1.3,-1.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2396,0.4415,q1_q17_dr25_koi,6.456697,29.934076,37.2,1,179.0,1.0,q1_q17_dr25_tce,1000100110011001000000000000000,0.9295,Mandel and Agol (2002 ApJ 580 171),,,009/009171/009171801/dv/kplr009171801-20160209194854_dvr.pdf,009/009171/009171801/dv/kplr009171801-001-20160209194854_dvs.pdf,5450.0,197.0,-180.0,4.552,0.045,-0.135,-0.14,0.3,-0.3,0.811,0.173,-0.08,0.857,0.091,-0.091,,,,q1_q17_dr25_stellar,297.78848,45.565418,15.653,16.33,15.609,15.363,15.337,14.361,13.924,13.985,,19.8537426,8.6e-06,45.559407,9.4e-05,44.48,0.33,-21.65,0.34,,,0.0229,0.0011,5.07,0.11,-2.14,0.076,5.5,0.11,5.38,0.12,-1.897,0.084,5.7,0.12
299,9334289,K00934.01,Kepler-254 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.826657508,6.434e-06,-6.434e-06,173.011411,0.000925,-0.000925,2455006.011,0.000925,-0.000925,0.0,,,,,,0.033,0.335,-0.033,2.9183,0.0321,-0.0321,,,,1539.1,20.9,-20.9,0.035356,0.000729,-0.000371,2.19595,0.01722,-0.59593,LS+MCMC,4.09,0.6,-0.49,0.0622,,,89.88,,,1013.0,,,248.57,96.56,-67.24,15.796,0.124,-0.124,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,7.5005593,61.85785,81.1,3,228.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.25,Mandel and Agol (2002 ApJ 580 171),,,009/009334/009334289/dv/kplr009334289-20160209194854_dvr.pdf,009/009334/009334289/dv/kplr009334289-001-20160209194854_dvs.pdf,5561.0,75.0,-83.0,4.362,0.126,-0.103,0.16,0.15,-0.15,1.06,0.156,-0.127,0.943,0.062,-0.048,,,,q1_q17_dr25_stellar,288.1647,45.816509,15.843,16.344,15.806,15.629,15.568,14.675,14.268,14.254,0.078,19.2109811,5e-06,45.81642,4.5e-05,0.04,0.19,-0.32,0.16,-0.00042,0.0003,0.00014,0.00028,-0.029,0.084,0.049,0.089,0.056,0.091,-0.137,0.085,-0.111,0.086,0.176,0.085
300,9334289,K00934.02,Kepler-254 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,12.41216347,5.712e-05,-5.712e-05,142.54039,0.00409,-0.00409,2454975.54,0.00409,-0.00409,0.0,,,,,,0.021,0.438,-0.021,3.739,0.111,-0.111,,,,611.3,26.0,-26.0,0.02227,0.00099,-0.000547,2.14038,0.25781,-0.70942,LS+MCMC,2.58,0.38,-0.31,0.103,,,89.95,,,787.0,,,90.65,35.21,-24.52,25.93,3.1,-3.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,4.6233582,18.328804,25.6,3,106.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6822,Mandel and Agol (2002 ApJ 580 171),,,009/009334/009334289/dv/kplr009334289-20160209194854_dvr.pdf,009/009334/009334289/dv/kplr009334289-003-20160209194854_dvs.pdf,5561.0,75.0,-83.0,4.362,0.126,-0.103,0.16,0.15,-0.15,1.06,0.156,-0.127,0.943,0.062,-0.048,,,,q1_q17_dr25_stellar,288.1647,45.816509,15.843,16.344,15.806,15.629,15.568,14.675,14.268,14.254,0.599,19.210978,1.6e-05,45.81653,0.00015,-0.09,0.61,0.06,0.53,-9e-05,0.00037,-0.00017,0.00033,0.12,0.28,-0.16,0.4,0.2,0.35,0.0,0.27,-0.32,0.38,0.32,0.38
301,9334289,K00934.03,Kepler-254 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,18.74649011,8.763e-05,-8.763e-05,147.13074,0.00376,-0.00376,2454980.131,0.00376,-0.00376,0.0,,,,,,0.508,0.011,-0.478,3.895,0.127,-0.127,,,,796.8,32.8,-32.8,0.026327,0.000298,-0.001573,1.8967,1.33785,-0.12134,LS+MCMC,3.05,0.45,-0.37,0.1355,,,89.11,,,686.0,,,52.38,20.34,-14.17,32.8,11.6,-11.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,4.969579,19.490282,26.7,3,67.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1836,Mandel and Agol (2002 ApJ 580 171),,,009/009334/009334289/dv/kplr009334289-20160209194854_dvr.pdf,009/009334/009334289/dv/kplr009334289-002-20160209194854_dvs.pdf,5561.0,75.0,-83.0,4.362,0.126,-0.103,0.16,0.15,-0.15,1.06,0.156,-0.127,0.943,0.062,-0.048,,,,q1_q17_dr25_stellar,288.1647,45.816509,15.843,16.344,15.806,15.629,15.568,14.675,14.268,14.254,0.527,19.210961,1.6e-05,45.81642,0.00014,-0.71,0.59,-0.34,0.52,0.00036,0.00046,8e-05,0.00041,-0.15,0.21,0.33,0.21,0.36,0.24,-0.26,0.19,0.18,0.2,0.32,0.23
