rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
6011,4570949,K01658.01,Kepler-76 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---PLANET_OCCULT_DV---HAS_SEC_TCE,1.544928892,6.3e-08,-6.3e-08,133.5487914,3.33e-05,-3.33e-05,2454966.549,3.33e-05,-3.33e-05,0.0,,,,,,0.918,0.003,-0.003,1.43586,0.00557,-0.00557,,,,5817.3,9.1,-9.1,0.087071,0.000904,-0.000834,0.92015,0.01804,-0.03022,LS+MCMC,13.43,2.41,-2.42,0.0274,,,79.15,,,1997.0,,,3765.46,1865.84,-1429.2,4.8783,0.0956,-0.0956,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.303,0.3166,q1_q17_dr25_koi,78.916046,1154.6663,1109.7,1,692.0,1.0,q1_q17_dr25_tce,11111011101110111000000000000000,0.9144,Mandel and Agol (2002 ApJ 580 171),,,004/004570/004570949/dv/kplr004570949-20160209194854_dvr.pdf,004/004570/004570949/dv/kplr004570949-001-20160209194854_dvs.pdf,6309.0,114.0,-126.0,4.199,0.149,-0.122,-0.1,0.15,-0.15,1.412,0.254,-0.254,1.15,0.105,-0.096,,,,q1_q17_dr25_stellar,294.19211,39.618999,13.308,13.644,13.25,13.164,13.121,12.343,12.134,12.092,,19.61279424,2.9e-07,39.6188884,3.3e-06,-0.572,0.012,-0.402,0.012,,,-0.00424,0.00022,0.1,0.19,0.11,0.18,0.15,0.25,0.003,0.067,-0.033,0.068,0.033,0.068
6012,4927315,K01663.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET,11.76921923,4.015e-05,-4.015e-05,138.41222,0.00284,-0.00284,2454971.412,0.00284,-0.00284,0.0,,,,,,0.964,0.005,-0.685,3.219,0.155,-0.155,,,,519.3,21.3,-21.3,0.027192,0.000641,-0.005984,0.13425,5.75051,-0.0125,LS+MCMC,3.12,0.99,-0.39,0.105,,,84.44,,,868.0,,,134.04,124.72,-46.48,9.94,5.0,-5.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.302,0.319,q1_q17_dr25_koi,5.0891466,23.523684,27.4,1,91.0,1.0,q1_q17_dr25_tce,11111011101110111000000000000000,0.2148,Mandel and Agol (2002 ApJ 580 171),,,004/004927/004927315/dv/kplr004927315-20160209194854_dvr.pdf,004/004927/004927315/dv/kplr004927315-001-20160209194854_dvs.pdf,6215.0,172.0,-237.0,4.44,0.067,-0.216,-0.06,0.25,-0.35,1.052,0.332,-0.133,1.111,0.153,-0.153,,,,q1_q17_dr25_stellar,292.79404,40.074581,14.986,15.434,14.943,14.795,14.759,13.848,13.589,13.541,0.0,19.519652,1.2e-05,40.07372,0.00014,2.05,0.5,-3.08,0.49,-0.00076,0.00029,0.00142,0.0003,2.27,0.24,-2.74,0.12,3.56,0.14,2.28,0.24,-2.77,0.12,3.58,0.13
6013,4928119,K01664.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED,44.638983058,9.631e-06,-9.631e-06,156.45087,0.00019,-0.00019,2454989.451,0.00019,-0.00019,0.0,,,,,,1.173,0.096,-0.058,3.04001,0.00805,-0.00805,,,,36830.0,89.2,-89.2,0.445271,0.082243,-0.052104,8.06543,0.25406,-0.18425,LS+MCMC,50.33,16.97,-5.64,0.2543,,,89.29,,,551.0,,,21.86,22.36,-7.33,94.71,3.0,-3.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.302,0.319,q1_q17_dr25_koi,164.7507,545.02,488.5,1,21.0,1.0,q1_q17_dr25_tce,11011101110111000000000000000,0.0028,Mandel and Agol (2002 ApJ 580 171),,,004/004928/004928119/dv/kplr004928119-20160209194854_dvr.pdf,004/004928/004928119/dv/kplr004928119-001-20160209194854_dvs.pdf,6197.0,194.0,-259.0,4.449,0.056,-0.224,-0.08,0.25,-0.3,1.035,0.349,-0.116,1.096,0.153,-0.153,,,,q1_q17_dr25_stellar,293.02615,40.073051,15.51,15.977,15.443,15.31,15.183,14.408,14.016,13.902,0.0,19.53507436,5.9e-07,40.0729131,6.1e-06,-0.121,0.024,-0.493,0.022,-0.0004,0.0089,-0.007,0.012,0.025,0.068,-0.009,0.07,0.026,0.069,-0.046,0.071,-0.15,0.081,0.157,0.082
6014,11518201,K03104.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,1.236866732,4.108e-06,-4.108e-06,132.1776,0.00262,-0.00262,2454965.178,0.00262,-0.00262,0.0,,,,,,0.982,0.022,-0.728,1.242,0.105,-0.105,,,,187.2,20.0,-20.0,0.018187,0.000867,-0.006126,0.14444,15.63244,-0.15517,LS+MCMC,1.75,0.46,-0.19,0.0219,,,64.35,,,1569.0,,,1439.3,1153.94,-420.74,2.27,1.1,-1.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2396,0.4415,q1_q17_dr25_koi,3.2119784,11.330463,14.2,1,1076.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9956,Mandel and Agol (2002 ApJ 580 171),,,011/011518/011518201/dv/kplr011518201-20160209194854_dvr.pdf,011/011518/011518201/dv/kplr011518201-001-20160209194854_dvs.pdf,5621.0,169.0,-169.0,4.514,0.058,-0.173,-0.06,0.3,-0.3,0.879,0.233,-0.093,0.921,0.104,-0.095,,,,q1_q17_dr25_stellar,296.68945,49.44677,15.388,15.983,15.336,15.133,15.054,14.04,13.683,13.566,0.199,19.779329,3e-05,49.44713,0.0003,1.2,1.1,1.3,1.1,-0.00012,0.00018,-0.00015,0.00018,0.03,0.61,-0.08,0.41,0.08,0.47,0.18,0.6,0.09,0.46,0.2,0.53
6015,10861608,K03118.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,0,q1_q17_dr25_sup_koi,,174.95980475,,,151.16448,,,2454984.164,,,,,,,,,,,,5.23,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.97382,48.26231,15.246,,15.2,14.985,14.786,13.883,13.288,13.249,,,,,,,,,,,,,,,,,,,,,,,,,
6016,10934313,K03121.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,0,q1_q17_dr25_sup_koi,MOD_NONUNIQ_ALT---CENT_UNRESOLVED_OFFSET,1.926888595,8.421e-06,-8.421e-06,131.63323,0.00395,-0.00395,2454964.633,0.00395,-0.00395,0.0,,,,,,0.589,0.386,-0.389,1.235,0.175,-0.175,,,,130.0,15.7,-15.7,0.010922,0.000417,-0.001099,4.82953,6.53805,-4.73304,LS+MCMC,1.31,0.46,-0.15,0.0321,,,86.56,,,1619.0,,,1622.18,1669.96,-537.97,9.82,4.4,-4.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3024,0.3288,q1_q17_dr25_koi,3.2981899,10.089086,11.7,1,555.0,1.0,q1_q17_dr25_tce,11111101110111011000000000000000,0.698,Mandel and Agol (2002 ApJ 580 171),,,010/010934/010934313/dv/kplr010934313-20160209194854_dvr.pdf,010/010934/010934313/dv/kplr010934313-001-20160209194854_dvs.pdf,6268.0,173.0,-239.0,4.429,0.06,-0.24,0.07,0.25,-0.3,1.1,0.384,-0.128,1.188,0.153,-0.187,,,,q1_q17_dr25_stellar,297.53055,48.38747,14.809,15.246,14.749,14.622,14.582,13.7,13.453,13.57,0.0,19.835593,3.5e-05,48.38954,0.00034,8.0,1.3,7.5,1.2,-0.0008,0.00013,-0.00076,0.00012,4.43,0.49,1.91,0.3,4.83,0.35,4.46,0.44,1.88,0.27,4.84,0.34
6017,11497958,K01422.05,Kepler-296 e,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,34.1420506,0.0002289,-0.0002289,136.03624,0.00559,-0.00559,2454969.036,0.00559,-0.00559,0.0,,,,,,0.105,0.334,-0.105,2.945,0.179,-0.179,,,,788.0,63.1,-63.1,0.025353,0.001347,-0.001283,11.96206,0.72233,-5.78164,LS+MCMC,1.06,0.13,-0.16,0.151,,,89.93,,,248.0,,,0.89,0.33,-0.3,90.33,5.5,-5.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3775,0.3402,q1_q17_dr25_koi,4.240604,10.541692,13.3,5,31.0,4.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.0957,Mandel and Agol (2002 ApJ 580 171),,,011/011497/011497958/dv/kplr011497958-20160209194854_dvr.pdf,011/011497/011497958/dv/kplr011497958-004-20160209194854_dvs.pdf,3526.0,71.0,-78.0,4.866,0.066,-0.044,-0.08,0.15,-0.15,0.383,0.048,-0.058,0.394,0.055,-0.067,,,,q1_q17_dr25_stellar,286.54001,49.437328,15.921,17.617,16.09,15.194,14.726,13.391,12.807,12.6,0.533,19.102647,2.8e-05,49.43733,0.00024,-0.72,0.99,-0.01,0.86,0.00068,0.00087,-0.0001,0.00078,0.0,4.5,-0.8,5.1,0.8,5.1,-0.1,4.5,-0.9,5.1,0.9,5.1
6018,7516809,K03133.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,0,q1_q17_dr25_sup_koi,,0.241842544,3.27e-07,-3.27e-07,131.86819,0.00111,-0.00111,2454964.868,0.00111,-0.00111,0.0,,,,,,0.3064,0.149,-0.3063,0.7257,0.0513,-0.0513,,,,203.3,10.5,-10.5,0.013375,0.000443,-0.000551,5.31236,0.87927,-2.26444,MCMC,1.16,0.4,-0.09,0.0073,,,83.08,,,2689.0,,,12357.89,12283.45,-2935.33,2.542,0.421,-0.421,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2907,0.3464,q1_q16_koi,,,29.3,1,,,,,,Mandel and Agol (2002 ApJ 580 171),,,,,5834.0,152.0,-161.0,4.577,0.031,-0.223,-0.44,0.3,-0.28,0.797,0.272,-0.061,0.875,0.095,-0.094,,,,stellar_q1_q16,288.24615,43.135841,15.525,16.008,15.479,15.319,15.241,14.327,13.933,13.852,,,,,,,,,,,,,,,,,,,,,,,,,
6019,6115516,K03134.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,CENT_UNRESOLVED_OFFSET,0.865759153,2.341e-06,-2.341e-06,131.57771,0.00229,-0.00229,2454964.578,0.00229,-0.00229,0.0,,,,,,0.38,0.076,-0.38,0.8408,0.0737,-0.0737,,,,191.6,13.5,-13.5,0.013026,0.000322,-0.000889,10.29519,1.89196,-5.24916,LS+MCMC,1.53,0.52,-0.18,0.0185,,,87.06,,,2100.0,,,4616.69,4713.14,-1601.66,7.42,1.4,-1.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3029,0.3239,q1_q17_dr25_koi,4.333052,13.448081,18.7,1,1308.0,1.0,q1_q17_dr25_tce,11111111111111000000000000000,1.0,Mandel and Agol (2002 ApJ 580 171),,,006/006115/006115516/dv/kplr006115516-20160209194854_dvr.pdf,006/006115/006115516/dv/kplr006115516-001-20160209194854_dvs.pdf,6249.0,196.0,-261.0,4.428,0.056,-0.224,-0.04,0.25,-0.3,1.076,0.362,-0.129,1.13,0.169,-0.152,,,,q1_q17_dr25_stellar,289.25012,41.484871,15.232,15.684,15.196,15.039,15.002,14.124,13.855,13.765,0.0,19.28332,1.7e-05,41.48571,0.00018,-0.9,0.68,3.04,0.64,0.00032,0.00011,-0.00079,0.00011,1.37,0.36,3.48,0.51,3.74,0.36,1.49,0.19,3.05,0.14,3.39,0.15
6020,9758032,K03137.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,1.332035996,6.947e-06,-6.947e-06,131.58386,0.00397,-0.00397,2454964.584,0.00397,-0.00397,0.0,,,,,,0.137,0.329,-0.137,1.391,0.127,-0.127,,,,136.8,13.2,-13.2,0.010635,0.000736,-0.000572,4.22954,0.45837,-2.5188,LS+MCMC,0.85,0.14,-0.06,0.022,,,88.93,,,1365.0,,,823.09,437.65,-186.16,7.348,0.796,-0.796,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2521,0.421,q1_q17_dr25_koi,3.539237,9.762238,12.6,1,998.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8996,Mandel and Agol (2002 ApJ 580 171),,,009/009758/009758032/dv/kplr009758032-20160209194854_dvr.pdf,009/009758/009758032/dv/kplr009758032-001-20160209194854_dvs.pdf,5376.0,160.0,-144.0,4.616,0.032,-0.104,-0.34,0.35,-0.3,0.73,0.122,-0.052,0.811,0.076,-0.093,,,,q1_q17_dr25_stellar,285.20944,46.540909,15.682,16.292,15.634,15.421,15.317,14.379,13.961,13.825,0.336,19.013955,4.2e-05,46.5406,0.00042,-0.3,1.5,-1.1,1.5,1e-05,0.00018,0.00014,0.00018,0.0,1.0,1.4,1.2,1.4,1.2,-0.2,0.87,1.4,1.3,1.4,1.4
6021,6444896,K03138.01,Kepler-1649 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,8.68910764,3.364e-05,-3.364e-05,133.23559,0.00388,-0.00388,2454966.236,0.00388,-0.00388,0.0,,,,,,0.049,0.417,-0.049,1.1627,0.0951,-0.0951,,,,1679.0,134.0,-134.0,0.038216,0.002406,-0.001287,52.00896,10.67301,-26.81203,LS+MCMC,0.49,0.0,0.0,0.0378,,,89.95,,,211.0,,,0.47,0.0,0.0,59.2,12.2,-12.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.366,0.3573,q1_q17_dr25_koi,3.7267683,11.992775,9.6,2,91.0,1.0,q1_q17_dr25_tce,111100111111000000000000000,0.2931,Mandel and Agol (2002 ApJ 580 171),,,006/006444/006444896/dv/kplr006444896-20160209194854_dvr.pdf,006/006444/006444896/dv/kplr006444896-001-20160209194854_dvs.pdf,2703.0,0.0,0.0,5.274,0.0,0.0,0.0,0.0,0.0,0.118,0.0,0.0,0.096,0.0,0.0,,,,q1_q17_dr25_stellar,292.50378,41.830421,17.131,18.164,17.11,16.687,,13.379,12.852,12.589,0.008,19.500232,2e-05,41.83046,0.00022,-0.83,0.8,0.13,0.79,-0.0014,0.0015,-0.0019,0.0016,0.35,0.16,-0.03,0.16,0.35,0.16,-1.56,0.15,-1.21,0.28,1.97,0.25
6022,5640511,K03139.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,0,q1_q17_dr25_sup_koi,,0.63624396,,,131.968841,,,2454964.969,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.15662,40.898788,11.29,11.443,11.239,11.212,11.24,10.437,10.305,10.254,,,,,,,,,,,,,,,,,,,,,,,,,
6023,7336093,K03143.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,0,q1_q17_dr25_sup_koi,,4.4040248,,,134.00341,,,2454967.003,,,,,,,,,,,,2.41,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.11948,42.9944,14.814,15.838,14.801,14.375,14.138,12.986,12.405,12.262,,,,,,,,,,,,,,,,,,,,,,,,,
6024,10196493,K03149.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,0,q1_q17_dr25_sup_koi,,9.81101738,,,134.18676,,,2454967.187,,,,,,,,,,,,2.09,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.65024,47.242329,14.656,15.168,14.612,14.436,14.374,13.43,13.062,13.026,,,,,,,,,,,,,,,,,,,,,,,,,
6025,11442793,K00351.05,Kepler-90 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.71980135,2.988e-05,-2.988e-05,139.52134,0.00269,-0.00269,2454972.521,0.00269,-0.00269,0.0,,,,,,0.343,0.085,-0.343,3.7454,0.074,-0.074,,,,160.4,7.4,-7.4,0.011679,0.000295,-0.000473,1.20992,0.34977,-0.2239,LS+MCMC,1.53,0.25,-0.2,0.0854,,,88.84,,,987.0,,,224.47,101.21,-70.19,16.94,4.9,-4.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2844,0.3661,q1_q17_dr25_koi,3.9980712,14.123186,22.7,7,111.0,7.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.6734,Mandel and Agol (2002 ApJ 580 171),,,011/011442/011442793/dv/kplr011442793-20160209194854_dvr.pdf,011/011442/011442793/dv/kplr011442793-007-20160209194854_dvs.pdf,5970.0,107.0,-131.0,4.317,0.11,-0.121,0.1,0.15,-0.15,1.2,0.195,-0.16,1.089,0.089,-0.08,,,,q1_q17_dr25_stellar,284.4335,49.305161,13.804,14.139,13.741,13.66,13.634,12.79,12.531,12.482,0.045,18.962218,2e-05,49.30544,0.0002,-0.52,0.71,0.99,0.74,7e-05,0.0001,-0.00013,0.00011,0.04,0.51,0.51,0.58,0.51,0.55,0.06,0.31,0.43,0.45,0.43,0.45
6026,11442793,K00351.06,Kepler-90 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.00821787,4.701e-05,-4.701e-05,137.67164,0.00526,-0.00526,2454970.672,0.00526,-0.00526,0.0,,,,,,0.156,0.312,-0.156,3.812,0.181,-0.181,,,,116.4,6.7,-6.7,0.009852,0.000455,-0.000327,1.06266,0.07929,-0.49191,LS+MCMC,1.29,0.21,-0.17,0.0738,,,89.36,,,1062.0,,,300.58,135.53,-93.99,14.03,1.0,-1.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2844,0.3661,q1_q17_dr25_koi,4.745033,14.816139,19.2,7,154.0,6.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.337,Mandel and Agol (2002 ApJ 580 171),,,011/011442/011442793/dv/kplr011442793-20160209194854_dvr.pdf,011/011442/011442793/dv/kplr011442793-006-20160209194854_dvs.pdf,5970.0,107.0,-131.0,4.317,0.11,-0.121,0.1,0.15,-0.15,1.2,0.195,-0.16,1.089,0.089,-0.08,,,,q1_q17_dr25_stellar,284.4335,49.305161,13.804,14.139,13.741,13.66,13.634,12.79,12.531,12.482,0.644,18.962236,2.1e-05,49.30508,0.00021,0.12,0.74,-0.28,0.76,-1.5e-05,8.6e-05,4.2e-05,8.9e-05,0.37,0.33,-0.44,0.39,0.57,0.44,0.38,0.35,-0.54,0.37,0.66,0.42
6027,7812455,K02881.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_ALT---CENT_UNRESOLVED_OFFSET,0.903583394,2.96e-07,-2.96e-07,131.877566,0.000272,-0.000272,2454964.878,0.000272,-0.000272,0.0,,,,,,1.242,2.752,-0.023,1.5942,0.0167,-0.0167,,,,1027.1,8.5,-8.5,0.275974,2.737496,-0.022993,0.13193,2.019,-0.00763,LS+MCMC,33.18,10.19,-3.65,0.0191,,,45.94,,,2162.0,,,5162.98,4528.85,-1540.17,1.786,0.882,-0.882,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.311,0.2914,q1_q17_dr25_koi,5.894661,22.64481,151.7,1,1477.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9733,Mandel and Agol (2002 ApJ 580 171),,,007/007812/007812455/dv/kplr007812455-20160209194854_dvr.pdf,007/007812/007812455/dv/kplr007812455-001-20160209194854_dvs.pdf,6455.0,154.0,-193.0,4.41,0.067,-0.202,-0.2,0.25,-0.3,1.101,0.338,-0.121,1.136,0.163,-0.147,,,,q1_q17_dr25_stellar,288.17081,43.501202,14.811,15.166,14.773,14.659,14.634,13.764,13.532,13.435,0.0,19.2112801,8.3e-06,43.500794,9.8e-05,-4.23,0.32,-1.46,0.35,0.001124,8.4e-05,0.000412,9.2e-05,-3.426,0.086,-0.292,0.083,3.438,0.086,-3.428,0.081,-0.246,0.074,3.437,0.081
6028,9520443,K02893.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_RESOLVED_OFFSET,0.99014722,1.987e-06,-1.987e-06,132.02928,0.00146,-0.00146,2454965.029,0.00146,-0.00146,0.0,,,,,,0.329,0.121,-0.329,0.9394,0.0593,-0.0593,,,,321.1,18.7,-18.7,0.016399,0.000811,-0.000626,9.05583,3.4614,-3.35322,LS+MCMC,1.34,0.17,-0.1,0.0182,,,87.58,,,1433.0,,,997.75,433.33,-233.66,7.77,3.0,-3.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.153,0.5684,q1_q17_dr25_koi,3.702674,14.745082,23.0,1,1349.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,1.0,Mandel and Agol (2002 ApJ 580 171),,,009/009520/009520443/dv/kplr009520443-20160209194854_dvr.pdf,009/009520/009520443/dv/kplr009520443-001-20160209194854_dvs.pdf,5072.0,153.0,-153.0,4.606,0.027,-0.082,0.0,0.25,-0.3,0.747,0.096,-0.052,0.837,0.051,-0.088,,,,q1_q17_dr25_stellar,289.20413,46.133911,15.896,16.669,15.844,15.565,15.451,14.411,13.911,13.81,0.0,19.279036,2.1e-05,46.13682,0.00021,-46.42,0.77,10.47,0.74,0.01147,0.00019,-0.00263,0.00018,-6.97,0.1,3.141,0.087,7.649,0.085,-6.86,0.13,3.016,0.097,7.491,0.097
6029,10601465,K02902.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,0,q1_q17_dr25_sup_koi,,138.61227705,,,170.98026,,,2455003.98,,,,,,,,,,,,13.79,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.44772,47.858952,15.072,15.788,15.025,14.765,14.616,13.609,13.063,12.953,,,,,,,,,,,,,,,,,,,,,,,,,
6030,7461307,K02909.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,1,q1_q17_dr25_sup_koi,MOD_SEC_DV---CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,0.77359329,2.718e-06,-2.718e-06,132.09232,0.00294,-0.00294,2454965.092,0.00294,-0.00294,0.0,,,,,,0.388,0.103,-0.388,1.7603,0.0952,-0.0952,,,,80.6,4.5,-4.5,0.008311,0.000282,-0.000419,1.03084,0.35853,-0.34306,LS+MCMC,0.82,0.25,-0.08,0.0163,,,83.02,,,1890.0,,,3022.82,2672.1,-857.71,3.19,1.1,-1.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2622,0.4035,q1_q17_dr25_koi,4.238458,17.108883,21.7,1,1727.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9181,Mandel and Agol (2002 ApJ 580 171),,,007/007461/007461307/dv/kplr007461307-20160209194854_dvr.pdf,007/007461/007461307/dv/kplr007461307-001-20160209194854_dvs.pdf,5747.0,156.0,-173.0,4.508,0.05,-0.2,-0.04,0.25,-0.3,0.907,0.273,-0.091,0.968,0.114,-0.114,,,,q1_q17_dr25_stellar,296.23697,43.014149,14.615,15.158,14.554,14.382,14.317,13.356,13.008,12.889,0.0,19.749255,2.2e-05,43.01597,0.00022,4.93,0.88,6.55,0.8,-0.000286,5e-05,-0.000363,4.6e-05,4.98,0.4,3.57,0.39,6.13,0.5,4.9,0.42,3.73,0.41,6.16,0.52
